,rooms,area,floor,floors_total,metro,metro_minutes,metro_transport,district,seller_type,price_rub
4785,3.0,87.6,3,24,Терехово ,6.0,transport,Хорошево-Мневники,agency,44325600.0
4786,0.0,23.4,9,16,Потапово,4.0,transport,Сосенское,agency,10459800.0
4787,0.0,27.0,30,43,Трикотажная,4.0,transport,Покровское-Стрешнево,specialist,14990000.0
4788,2.0,52.8,7,13,Давыдково,6.0,transport,Очаково-Матвеевское,specialist,24490000.0
4789,2.0,51.0,15,16,Новогиреево,4.0,transport,Ивановское,specialist,15600000.0
4790,3.0,86.5,8,23,Терехово ,5.0,walk,Хорошево-Мневники,specialist,59000000.0
4791,4.0,105.8,3,4,Крёкшино,16.0,transport,Новая Москва,owner,16600000.0
4792,0.0,34.9,39,46,Трикотажная,4.0,transport,Покровское-Стрешнево,specialist,14800000.0
4793,2.0,154.24,2,19,Чкаловская,8.0,walk,Таганский,agency,254262017.0
4794,3.0,84.2,20,20,Хорошёво,20.0,walk,Хорошево-Мневники,agency,50118871.0
4795,1.0,33.8,9,26,Нагатинская,15.0,walk,Нагатино-Садовники,specialist,23590000.0
4796,1.0,44.0,5,8,Измайловская,4.0,transport,Измайлово,agency,15280000.0
4797,3.0,60.0,2,9,Пражская,12.0,walk,Чертаново Центральное,agency,17850000.0
4798,4.0,158.9,18,19,Терехово ,3.0,walk,Хорошево-Мневники,agency,145393500.0
4799,1.0,44.5,21,32,Водный стадион,5.0,walk,Головинский,agency,21889550.0
4800,3.0,167.0,6,8,Маяковская,10.0,walk,Тверской,agency,601210000.0
4801,3.0,54.0,1,5,Пролетарская,10.0,walk,Южнопортовый,specialist,17500000.0
4802,3.0,54.8,5,5,Свиблово,12.0,walk,Бабушкинский,specialist,25700000.0
4803,0.0,29.5,14,21,Волгоградский проспект,18.0,walk,Нижегородский,agency,10809124.0
4804,3.0,74.4,9,9,Улица Горчакова,11.0,walk,Южное Бутово,specialist,21850000.0
4805,0.0,27.4,14,14,Щербинка,5.0,transport,Рязановское,specialist,8900000.0
4806,3.0,86.0,5,7,Физтех,6.0,walk,Северный,agency,31900000.0
4807,1.0,52.6,13,25,Филатов Луг,9.0,transport,Московский,specialist,12799999.0
4808,3.0,82.32,27,35,Сетунь,12.0,walk,Можайский,agency,34343904.0
4809,3.0,99.5,15,23,Бауманская,19.0,walk,Басманный,specialist,75750000.0
4810,2.0,69.23,25,28,Нагатинская,6.0,walk,Нагатино-Садовники,agency,48105054.0
4811,2.0,65.0,7,17,Курьяново,5.0,walk,Марьино,specialist,23000000.0
4812,4.0,94.45,24,25,Серебряный Бор,12.0,walk,Хорошево-Мневники,agency,87132703.0
4813,3.0,93.0,19,21,Фили,16.0,walk,Филевский парк,specialist,49500000.0
4814,3.0,119.2,23,24,Павелецкая,10.0,walk,Даниловский,agency,108243136.0
4815,6.0,239.0,22,23,Кунцевская,15.0,walk,Кунцево,agency,139000000.0
4816,1.0,31.0,2,5,Войковская,2.0,walk,Войковский,specialist,14200000.0
4817,3.0,80.0,6,6,Зорге,12.0,walk,Сокол,specialist,38000000.0
4818,0.0,22.3,10,16,Черкизовская,5.0,transport,Гольяново,agency,11422060.0
4819,3.0,58.8,6,9,Раменки,4.0,walk,Раменки,specialist,23100000.0
4820,1.0,35.9,25,27,Пятницкое шоссе,5.0,transport,Митино,agency,13437370.0
4821,1.0,46.74,25,28,Нагатинская,6.0,walk,Нагатино-Садовники,agency,36013181.0
4822,4.0,93.0,41,46,Павелецкая,16.0,walk,Даниловский,specialist,89999000.0
4823,3.0,183.0,3,6,Боровицкая,13.0,walk,Якиманка,agency,320000000.0
4824,3.0,77.7,7,7,Марьина Роща,19.0,walk,Марьина роща,agency,49417200.0
4825,2.0,53.0,2,9,Петровский Парк,14.0,walk,Савеловский,specialist,21900000.0
4826,1.0,48.8,17,30,Бульвар Рокоссовского,7.0,walk,Богородское,specialist,20990000.0
4827,1.0,35.7,5,15,Филатов Луг,6.0,transport,Сосенское,agency,15715140.0
4828,1.0,48.13,18,28,Давыдково,5.0,transport,Можайский,agency,23641456.0
4829,1.0,40.0,23,33,Окская,12.0,walk,Рязанский,specialist,16590000.0
4830,1.0,38.7,8,17,Бульвар Рокоссовского,17.0,walk,Метрогородок,specialist,15300000.0
4831,2.0,82.6,2,21,Аминьевская,11.0,walk,Раменки,agency,77561400.0
4832,4.0,160.0,9,11,Спортивная,6.0,walk,Хамовники,specialist,595000000.0
4833,2.0,60.2,2,9,Проспект Вернадского,8.0,walk,Проспект Вернадского,specialist,27900000.0
4834,0.0,25.3,2,3,Потапово,12.0,walk,Сосенское,specialist,4390000.0
4835,1.0,38.5,8,25,Воронцовская,6.0,walk,Обручевский,specialist,23000000.0
4836,1.0,37.4,20,22,Фили,12.0,walk,Филевский парк,specialist,27000000.0
4837,2.0,42.2,14,25,Фонвизинская,5.0,walk,Бутырский,specialist,21900000.0
4838,3.0,161.7,7,7,Сретенский бульвар,9.0,walk,Мещанский,agency,493185000.0
4839,2.0,57.4,35,45,Давыдково,18.0,walk,Можайский,agency,34899200.0
4840,4.0,234.0,8,14,Третьяковская,5.0,walk,Якиманка,agency,909070000.0
4841,2.0,55.5,3,15,Троицк,9.0,walk,Троицк,agency,11888000.0
4842,2.0,48.8,15,33,Владыкино,11.0,walk,Отрадное,specialist,23700000.0
4843,0.0,24.9,10,15,Бунинская аллея,12.0,transport,Рязановское,specialist,8900000.0
4844,6.0,784.3,3,3,Ломоносовский проспект,16.0,walk,Раменки,specialist,500000000.0
4845,2.0,54.0,19,25,Перерва,15.0,walk,Люблино,specialist,22500000.0
4846,5.0,207.5,11,18,Москва-Сити,19.0,walk,Дорогомилово,agency,484370646.0
4847,6.0,513.0,22,23,Краснопресненская,5.0,transport,Пресненский,agency,988910000.0
4848,3.0,72.84,31,33,Волгоградский проспект,7.0,walk,Южнопортовый,specialist,31200000.0
4849,3.0,82.7,15,24,Алтуфьево,14.0,walk,Лианозово,specialist,26500000.0
4850,3.0,89.0,5,14,Ломоносовский проспект,5.0,walk,Раменки,specialist,54750000.0
4851,2.0,89.0,6,23,Улица 1905 года,15.0,walk,Пресненский,specialist,140000000.0
4852,4.0,107.7,8,11,Спартак,12.0,walk,Покровское-Стрешнево,agency,70328100.0
4853,3.0,77.4,7,12,Тушинская,13.0,walk,Покровское-Стрешнево,specialist,28900000.0
4854,4.0,121.4,14,20,Фили,9.0,walk,Филевский парк,specialist,85000000.0
4855,3.0,102.0,15,34,Парк Победы,17.0,walk,Дорогомилово,specialist,108000000.0
4856,4.0,118.4,20,22,Терехово ,5.0,walk,Хорошево-Мневники,specialist,80000000.0
4857,2.0,142.7,7,9,Сухаревская,5.0,walk,Мещанский,agency,362458000.0
4858,2.0,50.11,17,18,Шоссе Энтузиастов,5.0,walk,Перово,agency,17959424.0
4859,3.0,61.5,10,37,Мичуринский проспект,20.0,walk,Очаково-Матвеевское,specialist,33000000.0
4860,2.0,63.5,3,31,Баррикадная,3.0,walk,Пресненский,specialist,62000000.0
4861,3.0,73.4,8,10,Войковская,5.0,transport,Войковский,agency,34838300.0
4862,3.0,137.4,5,19,Новокузнецкая,12.0,walk,Замоскворечье,agency,173558184.0
4863,5.0,173.4,20,25,Кунцевская,9.0,walk,Фили-Давыдково,agency,359978400.0
4864,0.0,34.4,7,13,Тульская,8.0,walk,Даниловский,agency,19500000.0
4865,3.0,196.7,4,7,Площадь Революции,1.0,walk,Тверской,agency,786800000.0
4866,2.0,178.4,1,6,Пушкинская,7.0,walk,Пресненский,agency,523147296.0
4867,0.0,24.16,1,19,Толстопальцево,4.0,transport,Марушкинское,agency,8001792.0
4868,4.0,125.4,6,47,Павелецкая,9.0,walk,Даниловский,agency,84461916.0
4869,2.0,65.0,19,23,Давыдково,4.0,transport,Очаково-Матвеевское,specialist,35000000.0
4870,1.0,35.6,3,18,Динамо,6.0,walk,Беговой,specialist,33000000.0
4871,4.0,91.4,2,24,Шелепиха,13.0,walk,Хорошево-Мневники,agency,73000000.0
4872,5.0,350.0,5,7,Маяковская,9.0,walk,Пресненский,agency,998999999.0
4873,0.0,16.5,4,5,Бабушкинская,11.0,walk,Бабушкинский,specialist,5600000.0
4874,1.0,42.5,12,32,Грачёвская,7.0,walk,Ховрино,agency,14943111.0
4875,3.0,81.2,3,43,Тушинская,8.0,transport,Покровское-Стрешнево,specialist,30000000.0
4876,4.0,94.2,1,14,Люблино,5.0,walk,Люблино,specialist,22500000.0
4877,3.0,86.5,7,8,Сокол,13.0,walk,Сокол,specialist,34600000.0
4878,5.0,213.4,3,6,Парк Культуры,6.0,walk,Хамовники,agency,378904504.0
4879,1.0,46.5,3,20,Калужская,8.0,walk,Обручевский,agency,29141550.0
4880,2.0,73.4,13,28,Римская,13.0,walk,Лефортово,agency,43056440.0
4881,2.0,62.3,15,78,Москва-Сити,3.0,walk,Пресненский,specialist,41000000.0
4882,2.0,69.5,20,28,Нагатинская,6.0,walk,Нагатино-Садовники,agency,50028760.0
4883,1.0,35.5,41,59,Трикотажная,8.0,walk,Покровское-Стрешнево,agency,19323264.0
4884,4.0,217.5,8,19,Киевская,17.0,walk,Дорогомилово,agency,302629500.0
4885,2.0,48.0,3,3,Лубянка,7.0,walk,Красносельский,specialist,40000000.0
4886,2.0,86.0,13,13,Тульская,8.0,walk,Даниловский,agency,76900000.0
4887,1.0,45.0,12,25,Воронцовская,6.0,walk,Обручевский,specialist,29000000.0
4888,0.0,25.4,22,26,Аминьевская,13.0,walk,Очаково-Матвеевское,agency,19740880.0
4889,0.0,27.1,24,29,Новые Черёмушки,13.0,walk,Черемушки,agency,17262700.0
4890,2.0,47.3,12,14,Ростокино,9.0,walk,Ростокино,agency,16500000.0
4891,1.0,48.6,2,6,Сокол,13.0,walk,Аэропорт,agency,31800438.0
4892,3.0,56.4,31,31,Мичуринский проспект,6.0,transport,Очаково-Матвеевское,agency,29854606.0
4893,1.0,51.8,3,18,Ленинский проспект,7.0,walk,Донской,agency,49370580.0
4894,1.0,38.0,4,6,Прокшино,20.0,walk,Сосенское,specialist,15300000.0
4895,5.0,184.8,20,24,Новокузнецкая,12.0,walk,Замоскворечье,agency,341510400.0
4896,3.0,75.4,10,10,Семёновская,16.0,walk,Соколиная гора,specialist,31600000.0
4897,2.0,51.8,2,16,Алтуфьево,20.0,walk,Бибирево,specialist,16200000.0
4898,1.0,34.3,2,12,Воронцовская,6.0,walk,Обручевский,specialist,29000000.0
4899,1.0,42.5,9,15,Нагорная,10.0,walk,Котловка,specialist,22902746.0
4900,1.0,31.2,5,14,Ольховая,20.0,transport,Десёновское,specialist,11000000.0
4901,1.0,45.4,2,26,Матвеевская,18.0,walk,Очаково-Матвеевское,owner,27000000.0
4902,0.0,31.4,6,19,Прокшино,11.0,walk,Сосенское,agency,15673624.0
4903,0.0,37.3,24,82,Москва-Сити,1.0,walk,Пресненский,agency,41740000.0
4904,2.0,76.9,8,17,Улица 1905 года,11.0,walk,Пресненский,specialist,78900000.0
4905,1.0,37.71,19,28,Пятницкое шоссе,10.0,walk,Митино,agency,11830042.0
4906,2.0,67.3,16,36,Белорусская,4.0,walk,Беговой,agency,69692650.0
4907,2.0,37.9,6,35,Ростокино,5.0,walk,Ярославский,agency,14121540.0
4908,1.0,44.0,32,43,Черкизовская,5.0,transport,Гольяново,agency,17780400.0
4909,2.0,118.2,3,17,Киевская,17.0,walk,Дорогомилово,agency,176342580.0
4910,3.0,12.0,5,9,Отрадное,17.0,walk,Отрадное,specialist,4500000.0
4911,3.0,77.0,2,17,Москворечье,4.0,transport,Москворечье-Сабурово,specialist,27000000.0
4912,2.0,51.45,1,14,Аэропорт Внуково,15.0,transport,Кокошкино,agency,13171509.0
4913,0.0,42.6,10,44,Улица 1905 года,13.0,walk,Пресненский,agency,29000000.0
4914,2.0,62.0,2,8,Ольховая,17.0,walk,Сосенское,specialist,28000000.0
4915,6.0,637.3,19,19,Первомайская,9.0,walk,Измайлово,agency,255000000.0
4916,4.0,140.22,10,10,Трикотажная,8.0,walk,Покровское-Стрешнево,agency,58558017.0
4917,0.0,45.5,55,78,Москва-Сити,2.0,walk,Пресненский,agency,48000000.0
4918,0.0,19.5,9,16,Владыкино,4.0,walk,Отрадное,specialist,7800000.0
4919,1.0,41.8,13,18,Бабушкинская,4.0,transport,Южное Медведково,agency,14621640.0
4920,4.0,93.8,2,17,Потапово,13.0,walk,Сосенское,agency,38596824.0
4921,1.0,32.7,13,14,Филатов Луг,15.0,transport,Филимонковское,specialist,8150000.0
4922,0.0,25.5,3,26,Черкизовская,5.0,transport,Гольяново,agency,12609750.0
4923,4.0,166.68,7,12,Строгино,17.0,transport,ЗАО,agency,115275888.0
4924,3.0,204.8,2,8,Минская,14.0,walk,Раменки,specialist,426134400.0
4925,1.0,39.5,10,12,Беломорская,16.0,walk,Левобережный,specialist,21980000.0
4926,3.0,143.7,1,13,Парк Победы,10.0,walk,Дорогомилово,agency,193995000.0
4927,6.0,193.0,17,18,Рассказовка,5.0,transport,Московский,owner,42900000.0
4928,0.0,15.6,3,7,Хорошёво,3.0,walk,Хорошево-Мневники,specialist,6800000.0
4929,2.0,54.0,4,18,Ботанический сад,19.0,walk,Останкинский,managementCompany,17600000.0
4930,4.0,117.9,29,32,Стахановская,4.0,walk,Рязанский,agency,38917900.0
4931,1.0,37.1,10,16,Потапово,4.0,transport,Сосенское,agency,13912574.0
4932,3.0,71.6,37,43,ЗИЛ,17.0,walk,Даниловский,agency,39633464.0
4933,1.0,31.8,3,9,Южная,9.0,walk,Чертаново Центральное,specialist,15000000.0
4934,1.0,28.0,3,4,Авиамоторная,17.0,walk,Нижегородский,specialist,10500000.0
4935,2.0,100.9,4,17,Терехово ,7.0,transport,Хорошево-Мневники,agency,68042924.0
4936,3.0,93.0,3,19,Автозаводская,11.0,walk,Даниловский,agency,69130000.0
4937,6.0,149.0,1,18,Коммунарка,16.0,walk,Сосенское,specialist,29000000.0
4938,2.0,115.1,21,21,Печатники,18.0,walk,Печатники,agency,89822313.0
4939,1.0,31.1,1,5,Смоленская,8.0,walk,Хамовники,specialist,18300000.0
4940,4.0,138.0,37,40,ЦСКА,11.0,walk,Хорошевский,owner,140000000.0
4941,2.0,55.0,2,16,Шаболовская,12.0,walk,Даниловский,specialist,56000000.0
4942,0.0,24.8,5,58,Калужская,7.0,walk,Коньково,specialist,14500000.0
4943,2.0,48.0,19,24,Воронцовская,6.0,walk,Обручевский,agency,35626500.0
4944,2.0,67.7,54,55,Бутырская,2.0,walk,Бутырский,agency,58392960.0
4945,2.0,52.0,4,12,Улица 1905 года,19.0,walk,Пресненский,specialist,32800000.0
4946,0.0,31.1,8,8,Верхние Лихоборы,9.0,walk,Западное Дегунино,agency,21210977.0
4947,2.0,109.92,12,16,Преображенская площадь,7.0,walk,Преображенское,agency,51666314.0
4948,1.0,42.3,7,14,Беломорская,16.0,transport,Молжаниновский,specialist,16500000.0
4949,1.0,53.0,32,33,Улица 1905 года,16.0,walk,Пресненский,agency,47000000.0
4950,6.0,185.0,3,3,Сходненская,10.0,transport,Куркино,specialist,63500000.0
4951,4.0,111.0,15,19,Октябрьское поле,5.0,walk,Щукино,agency,66150000.0
4952,3.0,107.7,17,23,Мнёвники,4.0,transport,Хорошево-Мневники,specialist,63700000.0
4953,2.0,55.6,2,13,Бабушкинская,4.0,transport,Южное Медведково,agency,17475080.0
4954,4.0,124.4,4,9,Краснопресненская,5.0,walk,Пресненский,agency,350061600.0
4955,1.0,46.0,25,50,Мичуринский проспект,14.0,walk,Раменки,specialist,31500000.0
4956,3.0,134.0,2,14,Белорусская,11.0,walk,Пресненский,agency,193940000.0
4957,2.0,54.1,21,23,Октябрьское поле,15.0,walk,Хорошево-Мневники,specialist,15600000.0
4958,1.0,39.44,10,21,Трикотажная,6.0,walk,Покровское-Стрешнево,agency,19353236.0
4959,2.0,60.0,22,30,Москворечье,16.0,walk,Москворечье-Сабурово,agency,29745960.0
4960,3.0,49.0,4,9,Люблино,11.0,walk,Люблино,agency,14750000.0
4961,0.0,21.3,6,24,Верхние Лихоборы,2.0,walk,Западное Дегунино,specialist,12500000.0
4962,2.0,100.0,3,23,Улица 1905 года,15.0,walk,Пресненский,specialist,107000000.0
4963,1.0,39.0,11,17,Грачёвская,8.0,walk,Западное Дегунино,agency,13800000.0
4964,2.0,55.5,3,35,Беломорская,4.0,walk,Левобережный,specialist,30500000.0
4965,6.0,560.0,4,30,Щукинская,14.0,walk,Щукино,specialist,225000000.0
4966,1.0,48.5,3,3,Крёкшино,9.0,transport,Первомайское,owner,11000000.0
4967,6.0,341.9,3,5,Лубянка,6.0,walk,Басманный,specialist,209500000.0
4968,4.0,112.0,8,10,Менделеевская,3.0,walk,Тверской,specialist,132000000.0
4969,1.0,30.2,10,12,ВДНХ,16.0,walk,Останкинский,owner,15000000.0
4970,2.0,34.5,12,14,Потапово,7.0,transport,Сосенское,owner,12000000.0
4971,2.0,57.1,8,25,Октябрьское поле,6.0,transport,Щукино,specialist,27500000.0
4972,1.0,40.6,11,22,Терехово ,5.0,walk,Хорошево-Мневники,specialist,26400000.0
4973,2.0,56.0,5,17,Мичуринский проспект,13.0,walk,Раменки,specialist,27000000.0
4974,1.0,34.1,7,17,Филатов Луг,13.0,transport,Филимонковское,agency,10408070.0
4975,2.0,45.4,1,9,Сетунь,6.0,walk,Можайский,agency,10941000.0
4976,4.0,171.4,17,19,Академическая,1.0,walk,Академический,agency,94671901.0
4977,2.0,50.0,5,21,Волгоградский проспект,3.0,walk,Южнопортовый,specialist,15500000.0
4978,0.0,33.7,24,28,Багратионовская,18.0,walk,Филевский парк,specialist,23000000.0
4979,3.0,59.8,11,15,Солнцево,9.0,transport,Московский,specialist,16800000.0
4980,2.0,44.4,5,9,Строгино,20.0,walk,Строгино,specialist,16800000.0
4981,4.0,87.7,15,27,Тульская,18.0,walk,Даниловский,agency,48223790.0
4982,3.0,84.5,13,44,Хорошёво,20.0,walk,Хорошево-Мневники,specialist,44000000.0
4983,3.0,93.0,7,9,Рассказовка,18.0,walk,Внуковское,specialist,30500000.0
4984,3.0,86.0,13,14,Коммунарка,6.0,walk,Сосенское,specialist,24500000.0
4985,2.0,56.0,13,32,Павелецкая,9.0,walk,Даниловский,specialist,44000000.0
4986,2.0,104.0,3,14,Киевская,12.0,walk,Хамовники,specialist,291200000.0
4987,4.0,173.0,2,6,Тургеневская,5.0,walk,Красносельский,specialist,138500000.0
4988,4.0,91.0,4,4,Первомайская,2.0,walk,Восточное Измайлово,owner,15000000.0
4989,1.0,36.38,5,9,Кокошкино,10.0,transport,Кокошкино,agency,13197203.0
4990,2.0,59.7,16,25,Павелецкая,10.0,walk,Даниловский,specialist,47000000.0
4991,1.0,44.5,3,16,Сетунь,16.0,walk,Можайский,specialist,15300000.0
4992,1.0,28.6,7,16,Бунинская аллея,8.0,transport,Сосенское,agency,10229961.0
4993,2.0,70.4,4,36,Белорусская,4.0,walk,Беговой,agency,63291290.0
4994,2.0,72.3,14,25,Белокаменная,16.0,walk,Богородское,specialist,29500000.0
4995,0.0,12.56,1,10,Парк Культуры,14.0,walk,Хамовники,specialist,6550000.0
4996,1.0,37.6,11,16,Потапово,4.0,transport,Сосенское,agency,14077440.0
4997,1.0,44.2,49,53,Шелепиха,8.0,walk,Пресненский,specialist,25000000.0
4998,3.0,59.49,3,15,Солнцево,9.0,transport,Московский,specialist,14900000.0
4999,2.0,74.0,37,47,Калужская,12.0,walk,Обручевский,specialist,48900000.0
5000,2.0,68.7,3,14,ЗИЛ,12.0,walk,Даниловский,specialist,40000000.0
5001,3.0,112.0,19,20,Технопарк,12.0,walk,Даниловский,specialist,53200000.0
5002,2.0,51.7,8,16,Отрадное,16.0,walk,Отрадное,specialist,19900000.0
5003,4.0,167.1,1,7,Полянка,7.0,walk,Якиманка,specialist,200000000.0
5004,4.0,110.0,10,14,Баррикадная,18.0,walk,Пресненский,agency,336960000.0
5005,2.0,44.8,3,12,Матвеевская,11.0,walk,Очаково-Матвеевское,specialist,17500000.0
5006,3.0,92.0,24,29,Белокаменная,14.0,walk,Богородское,specialist,44000000.0
5007,2.0,53.8,9,16,Тропарёво,18.0,walk,Теплый Стан,specialist,16999000.0
5008,2.0,64.2,1,8,Вавиловская,7.0,walk,Гагаринский,specialist,34900000.0
5009,1.0,42.88,21,24,ВДНХ,13.0,walk,Алексеевский,agency,30693761.0
5010,4.0,179.0,22,24,Ботанический сад,10.0,walk,Ростокино,specialist,125580000.0
5011,1.0,37.4,8,10,Строгино,5.0,transport,Строгино,agency,20042660.0
5012,2.0,50.4,7,12,Киевская,8.0,walk,Дорогомилово,specialist,31000000.0
5013,2.0,66.6,2,6,Троицк,11.0,transport,Троицк,agency,10729260.0
5014,1.0,44.3,4,46,Давыдково,18.0,walk,Можайский,agency,25078230.0
5015,4.0,240.0,7,11,Павелецкая,16.0,walk,Даниловский,agency,318480000.0
5016,2.0,62.2,11,34,Кутузовская,20.0,walk,Раменки,agency,50801461.0
5017,2.0,47.2,45,70,Москва-Сити,7.0,walk,Пресненский,specialist,48500000.0
5018,3.0,78.0,24,24,Полежаевская,9.0,walk,Хорошевский,specialist,78000000.0
5019,1.0,54.0,17,20,Беломорская,3.0,transport,Левобережный,specialist,32500000.0
5020,2.0,34.1,5,9,Петровский Парк,11.0,walk,Савеловский,agency,19000000.0
5021,1.0,33.7,12,13,Аминьевская,12.0,walk,Очаково-Матвеевское,agency,22376800.0
5022,0.0,23.9,17,35,Ростокино,5.0,walk,Ярославский,agency,11483950.0
5023,1.0,33.3,17,18,Ольховая,7.0,transport,Сосенское,agency,15774645.0
5024,2.0,37.0,7,9,Каховская,2.0,walk,Зюзино,specialist,14000000.0
5025,3.0,89.43,13,17,Царицыно,10.0,transport,Печатники,agency,36951492.0
5026,4.0,75.36,31,32,Нагатинская,16.0,walk,Нагатино-Садовники,owner,28500000.0
5027,3.0,58.6,1,9,Пражская,8.0,transport,Бирюлево Западное,specialist,12800000.0
5028,3.0,95.0,8,20,Краснопресненская,2.0,walk,Пресненский,specialist,100000000.0
5029,1.0,59.0,8,8,Курская,8.0,walk,Басманный,specialist,52500000.0
5030,3.0,90.3,9,9,Марьина Роща,19.0,walk,Марьина роща,agency,68122320.0
5031,3.0,65.2,18,39,Белорусская,4.0,walk,Беговой,agency,63000000.0
5032,2.0,51.4,3,4,Филатов Луг,12.0,transport,Филимонковское,agency,10300000.0
5033,2.0,58.8,9,9,Марьина Роща,19.0,walk,Марьина роща,agency,39637080.0
5034,2.0,46.8,16,19,Университет Дружбы Народов,3.0,walk,Обручевский,agency,31824000.0
5035,0.0,22.81,7,10,Санино,20.0,walk,Марушкинское,agency,9582514.0
5036,2.0,59.1,7,19,Бабушкинская,4.0,transport,Южное Медведково,agency,19296150.0
5037,4.0,94.9,36,49,Трикотажная,8.0,walk,Покровское-Стрешнево,specialist,32800000.0
5038,1.0,41.8,13,15,Электрозаводская,13.0,walk,Басманный,specialist,21999000.0
5039,2.0,68.72,6,32,Поклонная,9.0,walk,Раменки,agency,62691133.0
5040,3.0,70.0,35,41,Шелепиха,16.0,walk,Хорошево-Мневники,specialist,49000000.0
5041,2.0,54.0,10,18,Нагатинский Затон,7.0,walk,Нагатинский затон,specialist,33500000.0
5042,3.0,65.9,19,33,Воронцовская,7.0,walk,Обручевский,specialist,37000000.0
5043,3.0,52.0,1,4,Щёлковская,7.0,transport,Восточный,specialist,14500000.0
5044,5.0,186.6,3,12,Водный стадион,14.0,walk,Войковский,specialist,96000000.0
5045,0.0,30.0,23,51,Шелепиха,5.0,walk,Пресненский,specialist,18500000.0
5046,2.0,54.6,7,11,Савёловская,6.0,walk,Савеловский,agency,24843000.0
5047,2.0,66.2,4,25,Площадь Ильича,16.0,walk,Лефортово,specialist,30490000.0
5048,2.0,69.1,4,12,Рассказовка,3.0,transport,Внуковское,agency,21085788.0
5049,1.0,57.0,21,23,Краснопресненская,4.0,transport,Пресненский,agency,100470000.0
5050,4.0,72.0,5,8,Смоленская,9.0,walk,Арбат,specialist,58850000.0
5051,5.0,400.0,6,30,Новаторская,10.0,walk,Проспект Вернадского,specialist,249000000.0
5052,3.0,151.0,3,6,Белорусская,11.0,walk,Пресненский,agency,196350000.0
5053,3.0,173.36,1,6,Павелецкая,14.0,walk,Замоскворечье,agency,299805324.0
5054,2.0,67.0,15,16,Марьино,18.0,walk,Марьино,specialist,21900000.0
5055,2.0,65.0,15,15,Царицыно,5.0,transport,Бирюлево Восточное,specialist,24000000.0
5056,2.0,144.2,8,10,Парк Культуры,4.0,transport,Хамовники,agency,551850000.0
5057,3.0,92.0,12,14,Минская,5.0,transport,Раменки,agency,65600000.0
5058,1.0,32.5,3,16,Бунинская аллея,8.0,transport,Сосенское,agency,10315825.0
5059,4.0,155.9,14,17,Воробьёвы горы,12.0,walk,Хамовники,agency,253927000.0
5060,1.0,39.2,6,16,Бутырская,7.0,walk,Бутырский,agency,21971600.0
5061,3.0,100.1,11,14,Планерная,10.0,walk,Северное Тушино,agency,32000000.0
5062,3.0,58.0,3,12,Пражская,7.0,transport,Бирюлево Западное,owner,14000000.0
5063,1.0,60.0,12,13,Маяковская,6.0,walk,Пресненский,agency,63000000.0
5064,3.0,53.2,3,9,Юго-Восточная,13.0,walk,Выхино-Жулебино,agency,15440000.0
5065,1.0,31.7,7,9,Юго-Восточная,17.0,walk,Выхино-Жулебино,specialist,11200000.0
5066,1.0,39.1,9,22,Румянцево,5.0,transport,Московский,agency,15200000.0
5067,3.0,135.1,5,7,Полянка,7.0,walk,Якиманка,specialist,175950265.0
5068,1.0,40.68,26,28,Хорошёвская,15.0,walk,Хорошевский,agency,30062520.0
5069,2.0,65.1,11,30,Бунинская аллея,5.0,transport,Сосенское,agency,18646235.0
5070,3.0,84.5,7,25,Саларьево,3.0,transport,Московский,agency,30779125.0
5071,2.0,44.3,18,22,Коммунарка,17.0,walk,Сосенское,agency,17675700.0
5072,1.0,36.8,9,22,Красный Балтиец,12.0,walk,Аэропорт,agency,27987175.0
5073,4.0,131.5,8,17,Терехово ,5.0,transport,Хорошево-Мневники,agency,133341000.0
5074,2.0,76.8,4,28,Балтийская,6.0,transport,Головинский,specialist,34500000.0
5075,5.0,160.0,35,44,Минская,13.0,walk,Раменки,specialist,170000000.0
5076,0.0,29.7,2,41,Шелепиха,16.0,walk,Хорошево-Мневники,agency,22000000.0
5077,3.0,80.5,28,43,Зорге,6.0,walk,Хорошевский,agency,48542144.0
5078,4.0,134.1,26,32,Парк Победы,17.0,walk,Дорогомилово,specialist,155000000.0
5079,2.0,52.8,9,16,Физтех,6.0,walk,Северный,specialist,21800000.0
5080,2.0,71.0,35,52,Новаторская,20.0,walk,Проспект Вернадского,agency,52211814.0
5081,1.0,37.6,7,14,Фонвизинская,1.0,walk,Бутырский,owner,23000000.0
5082,3.0,72.6,9,56,Матвеевская,6.0,transport,Раменки,specialist,47000000.0
5083,4.0,79.1,46,48,Звенигородская,17.0,walk,Хорошево-Мневники,agency,38567242.0
5084,2.0,58.0,18,24,Тушинская,3.0,walk,Покровское-Стрешнево,specialist,28500000.0
5085,0.0,22.0,7,8,Строгино,20.0,walk,Кунцево,specialist,11300000.0
5086,1.0,41.6,12,27,Серп и Молот,14.0,walk,Лефортово,specialist,24500000.0
5087,3.0,126.3,9,18,Воробьёвы горы,15.0,walk,Хамовники,agency,209895000.0
5088,5.0,108.9,13,14,Улица Горчакова,12.0,walk,Южное Бутово,specialist,38500000.0
5089,2.0,68.23,4,70,Давыдково,5.0,transport,Можайский,agency,31056590.0
5090,0.0,26.8,49,55,Бутырская,2.0,walk,Бутырский,agency,20740926.0
5091,4.0,155.0,5,37,Тропарёво,14.0,walk,Тропарево-Никулино,specialist,79500000.0
