,rooms,area,floor,floors_total,metro,metro_minutes,metro_transport,district,seller_type,price_rub
19654,3.0,122.5,5,13,Маяковская,4.0,walk,Тверской,specialist,109000000.0
19655,4.0,139.28,10,10,Трикотажная,13.0,walk,Покровское-Стрешнево,agency,62346199.0
19656,1.0,35.2,3,11,Щербинка,6.0,transport,Рязановское,specialist,11400000.0
19657,4.0,105.2,11,16,Коммунарка,6.0,transport,Сосенское,owner,30000000.0
19658,2.0,46.6,9,29,Новые Черёмушки,11.0,walk,Черемушки,agency,18051050.0
19659,4.0,102.1,4,4,Остафьево,17.0,transport,Десёновское,agency,23534050.0
19660,2.0,88.0,35,45,Калужская,8.0,walk,Обручевский,agency,54973600.0
19661,1.0,38.8,5,12,Свиблово,9.0,walk,Свиблово,specialist,15500000.0
19662,2.0,60.0,6,37,Локомотив,10.0,walk,Гольяново,specialist,24500000.0
19663,2.0,47.0,3,25,Юго-Западная,3.0,walk,Тропарево-Никулино,specialist,40500000.0
19664,3.0,98.6,18,46,Фили,11.0,walk,Дорогомилово,agency,121683093.0
19665,2.0,53.5,13,22,Раменки,2.0,walk,Раменки,specialist,27500000.0
19666,0.0,23.7,17,38,Водный стадион,11.0,walk,Головинский,agency,14978400.0
19667,5.0,170.9,10,22,Терехово ,7.0,transport,Хорошево-Мневники,agency,134498300.0
19668,2.0,58.0,8,18,Потапово,17.0,walk,Сосенское,specialist,18000000.0
19669,5.0,148.6,18,21,Терехово ,6.0,transport,Хорошево-Мневники,agency,100602200.0
19670,3.0,63.3,12,17,Пролетарская,6.0,walk,Таганский,specialist,29000000.0
19671,3.0,73.0,13,52,Матвеевская,6.0,transport,Раменки,specialist,33190000.0
19672,2.0,116.37,14,16,Преображенская площадь,7.0,walk,Преображенское,agency,64942690.0
19673,4.0,158.0,14,23,Новокузнецкая,12.0,walk,Замоскворечье,agency,373670000.0
19674,3.0,83.0,61,85,Москва-Сити,4.0,walk,Пресненский,specialist,70550000.0
19675,0.0,16.0,1,9,Окская,19.0,walk,Рязанский,specialist,5990000.0
19676,2.0,55.0,15,22,Рассказовка,4.0,transport,Внуковское,agency,19800000.0
19677,1.0,37.0,22,23,Новопеределкино,6.0,walk,Ново-Переделкино,specialist,18990000.0
19678,2.0,49.9,9,9,Потапово,9.0,transport,Сосенское,specialist,17500000.0
19679,0.0,11.76,4,5,Марьина Роща,11.0,walk,Марьина роща,specialist,4580000.0
19680,1.0,32.0,2,6,Москва-Сити,15.0,walk,Пресненский,specialist,16550000.0
19681,1.0,38.7,7,14,Полянка,5.0,walk,Якиманка,specialist,27500000.0
19682,2.0,60.2,45,49,Марьина Роща,6.0,walk,Марьина роща,agency,31638615.0
19683,0.0,29.0,12,46,Молодёжная,3.0,walk,Кунцево,agency,20188611.0
19684,4.0,224.0,10,10,Улица 1905 года,14.0,walk,Пресненский,agency,382160000.0
19685,3.0,90.0,1,5,Коптево,11.0,walk,Головинский,specialist,22000000.0
19686,1.0,33.6,23,24,Боровское шоссе,17.0,walk,Солнцево,agency,14064556.0
19687,3.0,120.0,12,14,Динамо,7.0,walk,Аэропорт,specialist,56500000.0
19688,1.0,37.5,19,21,Бутырская,7.0,walk,Бутырский,agency,20775600.0
19689,1.0,38.0,9,17,Раменки,8.0,walk,Раменки,specialist,19400000.0
19690,5.0,236.7,3,6,Новокузнецкая,10.0,walk,Якиманка,agency,610409356.0
19691,1.0,36.8,4,5,Шаболовская,7.0,walk,Донской,specialist,18000000.0
19692,1.0,35.7,1,17,Беломорская,8.0,walk,Левобережный,agency,14000000.0
19693,3.0,129.0,9,9,Баррикадная,19.0,walk,Пресненский,agency,312850000.0
19694,4.0,101.0,4,8,Ленинский проспект,15.0,walk,Донской,specialist,64800000.0
19695,2.0,39.0,1,5,Потапово,23.0,transport,Троицк,agency,7450000.0
19696,1.0,49.37,14,15,Трикотажная,13.0,walk,Покровское-Стрешнево,agency,29057174.0
19697,1.0,37.3,12,16,Филатов Луг,14.0,transport,Филимонковское,agency,10194090.0
19698,1.0,45.3,2,16,Филатов Луг,14.0,transport,Филимонковское,agency,11745429.0
19699,1.0,31.8,2,4,Народное Ополчение,6.0,transport,Хорошево-Мневники,agency,13000000.0
19700,1.0,47.0,12,46,Фили,11.0,walk,Дорогомилово,agency,47006543.0
19701,3.0,86.1,15,19,Бауманская,9.0,walk,Басманный,agency,50400395.0
19702,3.0,64.8,9,21,Аминьевская,12.0,walk,Раменки,specialist,52000000.0
19703,1.0,35.0,8,12,Москва-Сити,20.0,walk,Пресненский,specialist,36000000.0
19704,2.0,59.2,3,17,Римская,10.0,walk,Таганский,specialist,32000000.0
19705,2.0,36.9,4,12,Щербинка,6.0,walk,Щербинка,owner,10430000.0
19706,1.0,41.0,28,33,Черкизовская,7.0,walk,Гольяново,agency,19000000.0
19707,1.0,39.2,11,13,Варшавская,12.0,walk,Москворечье-Сабурово,specialist,22000000.0
19708,4.0,65.3,7,15,Ольховая,13.0,transport,Десёновское,owner,19400000.0
19709,1.0,55.3,13,37,Беговая,3.0,walk,Хорошевский,owner,26540000.0
19710,0.0,24.65,7,9,Аэропорт Внуково,15.0,transport,Кокошкино,agency,8498161.0
19711,1.0,39.9,18,22,Бабушкинская,20.0,walk,Лосиноостровский,specialist,16800000.0
19712,2.0,51.8,11,20,Лефортово,5.0,walk,Лефортово,specialist,24500000.0
19713,2.0,186.2,2,4,Площадь Революции,2.0,walk,Тверской,agency,651700000.0
19714,2.0,68.2,2,6,Троицк,11.0,transport,Троицк,agency,11205260.0
19715,3.0,76.5,21,21,Печатники,13.0,walk,Печатники,agency,37764500.0
19716,2.0,57.0,2,22,Братиславская,7.0,walk,Марьино,specialist,24490000.0
19717,3.0,137.4,4,15,Охотный ряд,1.0,walk,Тверской,agency,432495000.0
19718,0.0,18.7,5,16,Владыкино,4.0,walk,Отрадное,owner,7800000.0
19719,3.0,58.1,1,9,Медведково,3.0,transport,Лосиноостровский,owner,10200000.0
19720,4.0,92.3,23,23,Рассказовка,5.0,walk,Внуковское,specialist,24200000.0
19721,0.0,28.2,23,32,Фили,12.0,walk,Филевский парк,agency,18933931.0
19722,1.0,53.4,42,90,Деловой центр,4.0,walk,Пресненский,owner,57000000.0
19723,0.0,28.1,2,29,Тушинская,5.0,transport,Южное Тушино,agency,17280000.0
19724,3.0,68.2,18,21,Зеленоград — Крюково,8.0,transport,Крюково,agency,20678240.0
19725,1.0,47.3,3,46,Фили,11.0,walk,Дорогомилово,agency,52762504.0
19726,3.0,106.8,15,19,Технопарк,9.0,walk,Даниловский,specialist,49000000.0
19727,1.0,47.2,3,52,Новаторская,20.0,walk,Проспект Вернадского,agency,41291905.0
19728,5.0,126.0,3,17,Котельники,4.0,walk,Выхино-Жулебино,specialist,44100000.0
19729,3.0,75.0,9,14,Улица Горчакова,11.0,walk,Южное Бутово,agency,18240000.0
19730,4.0,86.2,18,32,Щёлковская,5.0,transport,Гольяново,agency,30325160.0
19731,5.0,355.0,5,5,Новокузнецкая,6.0,walk,Замоскворечье,agency,350000000.0
19732,4.0,208.0,8,14,Третьяковская,5.0,walk,Якиманка,agency,792280000.0
19733,3.0,112.4,14,43,Крылатское,18.0,walk,Крылатское,agency,118660680.0
19734,2.0,69.0,12,50,Мичуринский проспект,10.0,walk,Раменки,specialist,45000000.0
19735,2.0,52.2,6,24,Спартак,10.0,walk,Покровское-Стрешнево,specialist,35000000.0
19736,2.0,76.3,11,43,Крылатское,18.0,walk,Крылатское,agency,52787392.0
19737,2.0,53.7,8,18,Бабушкинская,4.0,transport,Южное Медведково,agency,17710260.0
19738,2.0,44.0,8,9,Строгино,6.0,transport,Строгино,specialist,16600000.0
19739,4.0,225.7,3,9,Кропоткинская,6.0,walk,Арбат,specialist,240000000.0
19740,3.0,63.4,4,9,Зеленоград — Крюково,5.0,transport,4-й,specialist,16100000.0
19741,2.0,51.0,5,14,Минская,5.0,transport,Раменки,specialist,38990000.0
19742,2.0,70.3,52,53,Волоколамская,20.0,walk,Покровское-Стрешнево,agency,36528456.0
19743,2.0,61.89,45,49,Марьина Роща,6.0,walk,Марьина роща,agency,32414466.0
19744,3.0,63.4,8,8,Дмитровская,2.0,walk,Бутырский,owner,35000000.0
19745,3.0,51.0,9,9,Царицыно,11.0,walk,Царицыно,agency,12048000.0
19746,0.0,30.23,11,28,Павелецкая,7.0,walk,Замоскворечье,agency,25349980.0
19747,2.0,50.9,4,14,Улица Дмитриевского,6.0,walk,Косино-Ухтомский,specialist,17500000.0
19748,1.0,42.8,4,22,Спартак,12.0,walk,Покровское-Стрешнево,agency,33897600.0
19749,2.0,52.0,9,16,Площадь Ильича,11.0,walk,Таганский,specialist,23000000.0
19750,1.0,41.73,2,9,Октябрьское поле,15.0,walk,Хорошево-Мневники,agency,21973151.0
19751,1.0,38.0,4,22,Некрасовка,8.0,walk,Некрасовка,specialist,13800000.0
19752,2.0,51.0,3,18,Корниловская,17.0,walk,Мосрентген,agency,19046664.0
19753,3.0,55.5,5,5,Смоленская,10.0,walk,Хамовники,specialist,54700000.0
19754,1.0,44.9,5,6,Арбатская,7.0,walk,Арбат,specialist,39900000.0
19755,2.0,112.3,11,17,Народное Ополчение,5.0,transport,Хорошево-Мневники,specialist,50000000.0
19756,4.0,101.0,21,22,Спартак,16.0,walk,Покровское-Стрешнево,agency,91738300.0
19757,1.0,40.8,2,6,Октябрьское поле,9.0,walk,Щукино,specialist,18790000.0
19758,2.0,45.0,9,9,Народное Ополчение,11.0,walk,Хорошево-Мневники,specialist,20600000.0
19759,4.0,108.52,16,21,Трикотажная,6.0,walk,Покровское-Стрешнево,agency,41075547.0
19760,4.0,276.1,8,9,Китай-город,11.0,walk,Таганский,agency,335313653.0
19761,3.0,65.0,8,12,Люблино,10.0,transport,Капотня,owner,3700000.0
19762,0.0,35.7,5,17,Потапово,7.0,transport,Воскресенское,specialist,11900000.0
19763,2.0,37.0,2,20,Румянцево,20.0,walk,Мосрентген,specialist,15405000.0
19764,1.0,30.9,14,15,Электрозаводская,16.0,walk,Басманный,specialist,23900000.0
19765,4.0,117.9,7,19,Савёловская,18.0,walk,Марьина роща,agency,49150000.0
19766,0.0,22.3,3,9,Кокошкино,10.0,transport,Кокошкино,agency,8450407.0
19767,2.0,57.5,1,5,Кунцевская,17.0,walk,Можайский,specialist,4200000.0
19768,0.0,19.4,6,20,Прокшино,20.0,walk,Сосенское,specialist,9350000.0
19769,4.0,115.0,48,55,Марьина Роща,7.0,walk,Марьина роща,agency,60780950.0
19770,2.0,52.0,1,14,Площадь Ильича,10.0,walk,Лефортово,specialist,20500000.0
19771,1.0,35.0,6,22,Моссельмаш,6.0,walk,Западное Дегунино,specialist,17900000.0
19772,3.0,124.0,25,36,Динамо,10.0,walk,Беговой,specialist,89000000.0
19773,2.0,59.22,10,10,Санино,20.0,walk,Марушкинское,agency,19350942.0
19774,3.0,51.2,20,31,Потапово,13.0,walk,Сосенское,specialist,14200000.0
19775,3.0,78.0,5,5,Улица 1905 года,20.0,walk,Пресненский,specialist,36000000.0
19776,3.0,74.2,4,17,Новокосино,4.0,walk,Новокосино,agency,21500000.0
19777,1.0,33.9,2,20,Ховрино,20.0,walk,Западное Дегунино,specialist,14200000.0
19778,4.0,91.0,5,17,Ольховая,15.0,transport,Десёновское,specialist,19350000.0
19779,3.0,108.0,2,19,Свиблово,5.0,walk,Бабушкинский,specialist,45000000.0
19780,0.0,20.99,6,18,Шоссе Энтузиастов,18.0,walk,Перово,specialist,9350000.0
19781,3.0,130.0,17,32,Павелецкая,9.0,walk,Даниловский,specialist,120000000.0
19782,4.0,188.1,23,48,Улица 1905 года,15.0,walk,Пресненский,agency,192802500.0
19783,3.0,115.58,35,40,Минская,15.0,walk,Раменки,agency,113607544.0
19784,4.0,94.0,16,21,Терехово ,3.0,walk,Хорошево-Мневники,specialist,59990000.0
19785,1.0,53.8,2,15,Тульская,8.0,walk,Даниловский,agency,61929180.0
19786,3.0,54.2,18,18,Водный стадион,7.0,transport,Головинский,agency,32905254.0
19787,4.0,123.8,2,5,Пушкинская,9.0,walk,Пресненский,specialist,102000000.0
19788,3.0,63.3,8,9,Кунцевская,3.0,walk,Кунцево,specialist,21700000.0
19789,1.0,38.42,4,14,Давыдково,4.0,transport,Можайский,agency,26280702.0
19790,1.0,38.4,9,31,Аминьевская,10.0,walk,Очаково-Матвеевское,specialist,18699999.0
19791,1.0,40.37,4,11,Верхние Лихоборы,9.0,walk,Западное Дегунино,specialist,25500000.0
19792,1.0,40.3,14,17,Пражская,8.0,transport,Бирюлево Западное,agency,11450000.0
19793,3.0,60.0,10,27,Технопарк,9.0,transport,Даниловский,specialist,29490000.0
19794,1.0,32.2,1,9,Пражская,7.0,transport,Бирюлево Западное,owner,10500000.0
19795,1.0,37.5,4,43,Павелецкая,19.0,walk,Даниловский,specialist,24000000.0
19796,4.0,130.0,6,7,Первомайская,16.0,walk,Восточное Измайлово,specialist,39000000.0
19797,0.0,15.2,3,3,Яхромская,9.0,walk,Дмитровский,agency,5750000.0
19798,2.0,70.5,11,30,Стрешнево,5.0,walk,Щукино,agency,33553939.0
19799,3.0,128.0,5,14,Белорусская,11.0,walk,Пресненский,agency,207700000.0
19800,2.0,59.8,10,24,Октябрьское поле,17.0,walk,Щукино,agency,40066000.0
19801,1.0,28.0,2,9,Поклонная,19.0,walk,Раменки,specialist,15900000.0
19802,0.0,17.1,4,5,Зюзино,15.0,walk,Черемушки,agency,6900000.0
19803,0.0,52.9,4,7,Давыдково,14.0,walk,Можайский,specialist,14800000.0
19804,4.0,169.45,15,16,Павелецкая,14.0,walk,Замоскворечье,agency,688069320.0
19805,2.0,60.0,2,5,Яхромская,9.0,walk,Дмитровский,specialist,20700000.0
19806,1.0,31.8,5,17,Бульвар Рокоссовского,5.0,transport,Метрогородок,agency,15295800.0
19807,2.0,37.6,7,9,Нагорная,18.0,walk,Котловка,specialist,13750000.0
19808,3.0,217.2,2,6,Полянка,6.0,walk,Якиманка,agency,597300000.0
19809,2.0,47.0,1,9,Покровское,9.0,walk,Чертаново Южное,specialist,13500000.0
19810,1.0,83.6,29,68,Деловой центр,5.0,walk,Пресненский,specialist,90000000.0
19811,2.0,92.9,3,43,Крылатское,18.0,walk,Крылатское,agency,75517388.0
19812,0.0,19.9,22,23,Полежаевская,17.0,walk,Хорошевский,agency,14248027.0
19813,2.0,70.3,54,59,Давыдково,16.0,walk,Можайский,agency,32387210.0
19814,1.0,40.0,10,15,Динамо,8.0,walk,Беговой,specialist,24950000.0
19815,2.0,69.7,7,21,Перово,18.0,walk,Перово,owner,21500000.0
19816,0.0,23.9,7,12,Ольховая,13.0,transport,Десёновское,specialist,9900000.0
19817,2.0,39.1,5,30,Аминьевская,17.0,walk,Очаково-Матвеевское,agency,24000000.0
19818,0.0,19.6,30,35,Ростокино,5.0,walk,Ярославский,agency,9839200.0
19819,4.0,130.0,4,6,Смоленская,4.0,walk,Арбат,specialist,110000000.0
